timestamp,hour,day,month,occupancy_rate,conference_room,solar_power,rooms_energy_kWh,conference_energy_kWh,laundry_energy_kWh,kitchen_energy_kWh,hvac_energy_kWh,heatpump_energy_kWh,total_energy_kWh,grid_on,solar_used_kWh,grid_energy_kWh,generator_kWh,diesel_litres
3/2/2026 11:59,11,2,3,0.94615403,0.6156324243142473,0.9659258262890683,170.3077253489628,12.312648486284946,94.61540297,189.2308059,194.615403,75.69232238,736.7743080991487,1,0.7319928189960729,736.0423152801526,0,0
3/2/2026 12:59,12,2,3,0.7923406543956539,0.6297430101628483,1,142.6213177912177,12.594860203256966,79.23406544,158.4681308791308,179.2340654395654,63.387252351652315,635.5396921043886,1,0.8426848263263724,634.6970072780622,0,0
3/2/2026 13:59,13,2,3,0.698506556,0.4490468964473532,0.9659258262890683,125.73118002316896,8.980937928947064,69.85065557,139.7013111368544,169.85065556842721,55.88052445474176,569.9952646805666,0,0.7401118932935515,0,569.2551528,162.6443293677923
3/2/2026 14:59,14,2,3,0.6270513481277105,0.2104899196766786,0.8660254037844387,112.86924266298789,4.209798393533572,62.70513481277105,125.4102696255421,162.70513481277106,50.16410785021684,518.0636881578225,1,1.085105002337093,516.9785831554855,0,0
3/2/2026 15:59,15,2,3,0.755564324,0.5521130591831288,0.7071067811865476,136.00157824622357,11.042261183662577,75.55643236,151.1128647180262,175.55643235901312,60.44514588721049,609.7147147531491,1,1.0116963580193876,608.7030183951297,0,0
3/2/2026 16:59,16,2,3,0.7654827894144198,0.6878430506336715,0.49999999999999994,137.78690209459558,13.75686101267343,76.54827894144198,153.09655788288396,176.5482789,61.23862315315358,618.9755020261905,1,1.0482798869435954,617.9272221392469,0,0
3/2/2026 17:59,17,2,3,0.6169827,0.47685231248519105,0.258819045,111.05688605710608,9.53704625,61.69827003,123.3965400634512,161.6982700317256,49.35861602538048,516.7456284590928,1,0.7215322074319752,516.0240962516608,0,0
3/2/2026 18:59,18,2,3,0.6571635568728933,0.749166047,1.2246467991473532e-16,118.2894402371208,14.98332093852866,65.71635568728934,131.43271137457867,165.71635568728934,52.573084549831464,548.7112684746384,1,1.0612958199234444,547.6499726547149,0,0
3/2/2026 19:59,19,2,3,0.6405827490242806,0.22586554622803234,0,115.3048948243705,4.517310924560647,64.05827490242805,128.1165498048561,164.05827490242805,51.24661992194245,527.3019252805858,1,1.020033961653541,526.2818913189323,0,0
3/2/2026 20:59,20,2,3,0.8195870889465491,0.5874265592205464,0,147.52567601037885,11.748531184410929,81.95870889,163.9174177893098,181.9587088946549,65.56696711572393,652.6760098891334,1,0.9347412914489123,651.7412685976846,0,0
3/2/2026 21:59,21,2,3,0.8996637170084685,0.7807761770434483,0,161.93946906152433,15.615523540868965,89.96637170084685,179.9327434016937,189.96637170084685,71.97309736067749,709.3935767664582,1,0.8655850310499547,708.5279917354082,0,0
3/2/2026 22:59,22,2,3,0.8275358473806433,0.4423843890418868,0,148.9564525285158,8.847687780837736,82.75358473806433,165.50716947612867,182.75358473806432,66.20286779045146,655.0213470520623,1,0.972641218,654.0487058336083,0,0
3/2/2026 23:59,23,2,3,0.94675259,0.46735168373873265,0,170.4154661397414,9.347033674774654,94.67525897,189.3505179,194.67525896652302,75.74020717321841,734.2037428538266,1,1.0320391631128565,733.1717036907138,0,0
3/3/2026 0:59,0,3,3,0.7646227619413248,0.27443331587517383,0,137.63209714943847,5.488666317503476,76.46227619413249,152.92455238826497,176.46227619413247,61.16982095530599,610.1396891987779,1,0.8954064019938446,609.2442827967841,0,0
3/3/2026 1:59,1,3,3,0.8164030692485753,0.2063905181397217,0,146.95255246474355,4.127810362794434,81.64030692485753,163.28061384971505,181.64030692485753,65.31224553988602,642.9538360668541,1,1.0998842089651675,641.8539519,0,0
3/3/2026 2:59,2,3,3,0.6989335222859085,0.32540316933540336,0,125.80803401146353,6.508063386708067,69.89335222859086,139.7867044571817,169.89335222859086,55.914681782872684,567.8041880954077,1,0.7736776814060311,567.0305104140016,0,0
3/3/2026 3:59,3,3,3,0.9416011605361395,0.30673520996126447,0,169.4882088965051,6.134704199,94.16011605361395,188.3202321072279,194.16011605361393,75.32809284289117,727.5914701530774,1,1.0393054158866861,726.5521647371907,0,0
3/3/2026 4:59,4,3,3,0.8355737996960864,0.3297082532001455,0,150.40328394529556,6.594165064,83.55737996960863,167.11475993921727,183.55737996960863,66.84590397568691,658.0728728634199,1,0.8485261935573536,657.2243466698625,0,0
3/3/2026 5:59,5,3,3,0.7541858110710905,0.2989117402856873,0,135.7534459927963,5.978234805713746,75.41858110710905,150.8371622142181,175.41858110710905,60.33486488568724,603.7408701126335,1,1.0347909623609883,602.7060791502726,0,0
3/3/2026 6:59,6,3,3,0.7013905690882332,0.5491585180341438,0,126.25030243588196,10.983170360682877,70.13905690882332,140.27811381764664,170.1390569088233,56.11124552705866,573.9009459589167,1,0.7026003075703263,573.1983456513464,0,0
3/3/2026 7:59,7,3,3,0.7783948894164994,0.3193052272136683,0.25881904510252074,140.11108009496988,6.3861045442733655,77.83948894164993,155.67897788329986,177.83948894164993,62.271591153319946,620.1267316,1,0.9895409233374617,619.1371906358255,0,0
3/3/2026 8:59,8,3,3,0.639361314,0.5349650165121891,0.49999999999999994,115.08503643514764,10.699300330243782,63.93613135,127.8722627057196,163.9361313528598,51.14890508228784,532.6777672591185,1,1.049527982496497,531.6282393,0,0
3/3/2026 9:59,9,3,3,0.679434176,0.32725761955454113,0.7071067811865476,122.2981517,6.545152391090823,67.94341763,135.8868353,167.9434176,54.3547341,554.9717087291588,1,0.7376389967955357,554.2340697323632,0,0
3/3/2026 10:59,10,3,3,0.7674933066315931,0.7742297838377088,0.8660254037844386,138.14879519368677,15.484595676754175,76.74933066315931,153.49866132631863,176.7493306631593,61.399464530527446,622.0301780536056,1,0.7571148602131034,621.2730631933925,0,0
3/3/2026 11:59,11,3,3,0.6849653548730396,0.7401542056585875,0.9659258262890683,123.29376387714711,14.80308411317175,68.49653548730396,136.99307097460792,168.49653548730396,54.79722838984316,566.8802183293778,1,0.7891382524382238,566.0910800769396,0,0
3/3/2026 12:59,12,3,3,0.7357938811625084,0.33845020323694397,1,132.44289860925153,6.769004065,73.57938811625084,147.15877623250168,173.57938811625084,58.863510493000675,592.3929656319945,1,0.9206295936704703,591.472336,0,0
3/3/2026 13:59,13,3,3,0.8866056996478817,0.7323235790702098,0.9659258262890683,159.5890259366187,14.646471581404196,88.66056996478817,177.32113992957633,188.66056996478818,70.92845597183054,699.8062333490061,1,0.8347660238161185,698.9714673,0,0
3/3/2026 14:59,14,3,3,0.6260892748065413,0.6618493894276217,0.8660254037844387,112.69606946517743,13.236987788552435,62.60892748065413,125.21785496130826,162.60892748065413,50.087141984523306,526.4559091608697,1,1.0705322646226172,525.3853768962471,0,0
3/3/2026 15:59,15,3,3,0.9231023386596842,0.782063525,0.7071067811865476,166.15842095874314,15.64127050756802,92.31023386596841,184.62046773193683,192.31023386596843,73.84818709277474,724.8888140229595,1,1.0860906678506939,723.8027233551088,0,0
